Duration (in seconds),ResponseId,UserLanguage,Age,Gender,Education,Country-Birth,Race,Race_4_TEXT,Country-Residence,Native English,Other languages,Other languages 2
554,R_2TLS7oCyJ1N0I6W,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
882,R_1Ooz1SdnEi4Dnvd,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
3187,R_2RNYzeDlAavLCEP,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Korean,Other",Cantonese
803,R_3h12uEVYLyiO1CV,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
769,R_2urL8Lr9DHFJiHm,EN,23,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
777,R_s73LNr8rlLCU3ZL,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
510,R_1GO06H7XlwPtN4R,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
671,R_qPk1ZvVfxXc5aXn,EN,21,Female,GCE 'A' Levels,Philippines,Other,Filipino,Singapore,Yes,Other,Tagalog
1775,R_1H2kiO1AT1jqk78,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Japanese",
737,R_1LFyB4EuK0UwcCt,EN,18,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
647,R_21aod4ejyJDTLsj,EN,21,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
633,R_1eqvplIakkuaoC3,EN,23,Female,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
621,R_6LnTFPbhlmV8PPb,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
488,R_33eWpsW4dXQlG5n,EN,20,Female,GCE 'A' Levels,Singapore,Other,Indian-Chinese,Singapore,Yes,Chinese,
444,R_1FLYKAPcoLRD8zU,EN,22,Female,GCE 'A' Levels,China,Chinese,,Singapore,Yes,"Chinese,French",
589,R_1F8jAtnibfZILTn,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Korean",
794,R_1NfxZnw0HyhQZ6l,EN,22,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
565,R_6kVaIINr7xJnwfD,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
601,R_3GrJRX1UhD6j1Al,EN,21,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
778,R_1FQy488AW3q7wrt,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Malay,Korean",
1732,R_50zMSCPSjx3W6CR,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
5493,R_2qCseyJGVSJ2MhK,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
641,R_ueLfYM7l4pLjjDb,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
399,R_3Ma3yJVrC8Ob9rE,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,French",
325,R_2WZtDYxa2jASzCK,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1118,R_1Qz3SAlxUWFSxOg,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
845,R_26gM8CWd5IgrSTl,EN,22,Female,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,"Chinese,Japanese",
400,R_1KxLnwv8HmU0eWk,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
598,R_1GN9iDiYS3IYSp3,EN,23,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
414,R_3HBW9u3Av0K805h,EN,25,Male,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
6384,R_BVrX9l5PmskK4JX,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
594,R_wQQTApulFy6uIIV,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
498,R_1NEE5wGhkiJ0Nnr,EN,21,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Korean",
678,R_23WcSNckWvzI1sg,EN,21,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,"Chinese,Malay",
585,R_2OIlGvQEjD2uVJU,EN,24,Male,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
466,R_2fqydpTGHUHr3jD,EN,23,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
2878,R_DCzbJjdI4aFzqbT,EN,21,Female,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,"Chinese,Japanese",
1129,R_sv9i8GicdKPXiGR,EN,26,Male,Bachelors Degree,Singapore,Chinese,,Singapore,No,Chinese,
632,R_2f1YLJf53oyubK0,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
820,R_38UYwdBqtnFRsnT,EN,21,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
2352,R_1l4dtmjVe99G4uX,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
517,R_1geEERHS0cWvoxx,EN,22,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,"Chinese,Malay",
2311,R_1Qoxs5r7OC5Sjsu,EN,23,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,No,Chinese,
427,R_2t9iF7n4kUZku67,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
777,R_2qwvb5DoChDDqYm,EN,24,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
485,R_2Yui0jGmd9h05QC,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Japanese",
880,R_1o7lGEZJk52D9V6,EN,24,Male,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
774,R_AM46UqO7GvOX7wZ,EN,22,Female,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
518,R_3J9Ll0hdFPWPg86,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
868,R_1QrphqHGaOc8JPa,EN,24,Male,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
487,R_1CCwtvWC84Fxslp,EN,24,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Bahasa Indonesia",
803,R_1DVbxEU0VnwZpgR,EN,22,Female,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
582,R_3rYsj42s9YzW7ef,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,French",
834,R_2SxERad5kYw9Xk1,EN,24,Male,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
637,R_2ePfFmkxkMjvroC,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
957,R_ApJ1x3bSdxyPGtH,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,NIL
654,R_1IMJSmYaAuMLis9,EN,23,Female,GCE 'A' Levels,India,Indian,,Singapore,Yes,Tamil,
778,R_3qPXNOOwGzULqP7,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
823,R_22G5s6CQhLPolQJ,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
834,R_1P8feSNESohJxF4,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1622,R_24INDOlCtXRu4Lu,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
2240,R_331lq2wnILftGiR,EN,23,Male,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
694,R_0pMoaYzFXH9aug9,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
544,R_1C7mxXMm4QhC8Rf,EN,19,Female,GCE 'A' Levels,Singapore,Indian,,Singapore,Yes,Tamil,
868,R_3NQZgVIzI6BmLQR,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1038,R_2xL9O2H2SuKxY8C,EN,24,Male,GCE 'A' Levels,India,Indian,,Singapore,Yes,Other,Bengali
489,R_9mojrekO6oOiMnv,EN,21,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
609,R_saKaUE28NmZpzTr,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Korean",
968,R_3spRAv1EEKA2BOY,EN,22,Male,GCE 'A' Levels,India,Indian,,Singapore,No,Tamil,
869,R_2xKL0gsG8NNFArT,EN,23,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
728,R_3KqtGDPKJtMIAjn,EN,23,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
738,R_5dSewbbiZozy705,EN,22,Female,Polytechnic Diploma,Singapore,Indian,,Singapore,Yes,"Tamil,Korean",
1378,R_1hyTPiBV9eB7Eva,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Korean",
1041,R_Duch6npQPb4pdHb,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
452,R_3ixnPtTPjtHJGe5,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
943,R_RK6R17B6AWKo42l,EN,23,Male,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
1331,R_OdS8bhdoLj4pCJH,EN,25,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
3235,R_9yi8m9qGenILhKN,EN,23,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
594,R_VO9FA5PbVSrsp5n,EN,24,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
746,R_3KJ91ibwlFYnTZU,EN,24,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Japanese,
1354,R_1Km4rjJJC3S7vUS,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,No,Chinese,Chinese
449,R_3Lj9c00pL6OkMT8,EN,19,Female,GCE 'A' Levels,Singapore,Indian,,Singapore,Yes,"Chinese,Tamil,Spanish",
918,R_vP6gavnNElN4H05,EN,24,Male,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
3986,R_1Oxb7WoGQJNlw10,EN,22,Female,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
940,R_Ptwnaxl2RQrNhT3,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
2243,R_1LhuYNR8wNKP8Fm,EN,22,Female,GCE 'A' Levels,China,Chinese,,Singapore,No,"Chinese,Japanese",
386,R_SZ76nQJm9qd6G9b,EN,21,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,,
606,R_3mmiUZlufsvTHwl,EN,20,Male,GCE 'A' Levels,Indonesia,Malay,,Singapore,No,"Arabic,Bahasa Indonesia",
738,R_tYCMfgIY9j4fUkx,EN,24,Male,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
1457,R_WBrQfskkeFnYTId,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
497,R_Ubysg3Epeaob4at,EN,22,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Malay",
1118,R_cvj5PJEuR45XAQx,EN,24,Male,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,"Chinese,Japanese",
547,R_3GeltTzPvdlTaGH,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
627,R_cHhq5PRIjTnH02d,EN,23,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1214,R_1hEd5x1ReiYJqRv,EN,25,Male,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
1771,R_1Q0JmVN3SrjVZs4,EN,21,Female,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
600,R_vNUlZ3oKORlWcox,EN,22,Female,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
1242,R_voj3Xf3nEJaPxcJ,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1934,R_3sn6hyBzWjKp0w9,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
877,R_2tD6lLCm0VwPeL7,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1240,R_3qkcmvgN0zZREwM,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Japanese",
1409,R_DG0WtSsAxKqq6JP,EN,24,Male,Polytechnic Diploma,Singapore,Indian,,Singapore,No,"Tamil,Hindi,Other",Sourashtra
946,R_w5kpRXHCLHwDXih,EN,24,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
919,R_3rMvagRHbtxZZ0R,EN,24,Male,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
650,R_2XdQLPXg8akzOzG,EN,22,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
584,R_2wyjX9INe1Xxjob,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
420,R_wYpdeWgNkLbypR7,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
534,R_3rIjZMhm8BwIH8A,EN,25,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
917,R_sAOEW4BKVUQqXkd,EN,21,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
2310,R_1is7hBQvoP8q4HH,EN,23,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
448,R_3oLy2jNZNkkuUr8,EN,23,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
671,R_3rxFjs4Q5wpD9Ad,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
729,R_3rUHiOsaXBYmHpE,EN,20,Female,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,"Chinese,Other",cantonese
1092,R_1mPpkG6KEgMXGBz,EN,23,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Korean,Other",Hokkien
925,R_24kD8oFU5FZsG4N,EN,22,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
891,R_vTUgbWFyMPRtCbT,EN,21,Female,Polytechnic Diploma,Singapore,Malay,,Singapore,Yes,Malay,
10592,R_12ffGcNYrwuW1aJ,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
4423,R_2wtYuibBHgkWVqG,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
516,R_1mJfbwLNDJuux9X,EN,23,Male,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
1029,R_9zwBCGbcpCiMr3X,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
597,R_BWn24M7vQMjEITf,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1453,R_33ecFGMGOeImOph,EN,23,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1139,R_1mQ2KTMHMlMdZRz,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
995,R_2zcBvrPOl4aGplJ,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
573,R_2Bnupg6jtM2Wpoo,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1654,R_T6Pw5WbMBrKAsCZ,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
694,R_A4js3dCairwOHhD,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
945,R_1FbVD38aRdHD7Au,EN,24,Male,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,"Chinese,Other",cantonese
1847,R_ebM7BUwTuBFWigV,EN,22,Female,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,"Chinese,Bahasa Indonesia",
1010,R_2ZPmoaD9ERMWx0j,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Korean",
8243,R_3JnqtvrpoQyimig,EN,26,Female,Master's Degree,India,Indian,,Singapore,No,"Tamil,Hindi",Hindi
2084,R_42xqQmt2LlmLEVb,EN,22,Female,GCE 'A' Levels,Malaysia,Chinese,,Singapore,No,Chinese,
963,R_895NzFCmJCtjpL3,EN,23,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,French,German",
493,R_eCYnOuyeMomrjDX,EN,23,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
755,R_3pavpxakij2d4ML,EN,25,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Malay",
1350,R_eqCr9qRfgU6z3zP,EN,21,Female,Polytechnic Diploma,Singapore,Chinese,,Singapore,No,Chinese,
740,R_3qUt1IXdHcX2298,EN,25,Male,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
799,R_zYcxKZfeNgR0A1z,EN,25,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,German,Other",Teo Chew
973,R_2uKB5wyK2wOfzLd,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Japanese",
571,R_2fpORUWiRZ6FZVs,EN,25,Male,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
1082,R_20YHnBQrUrwcWYA,EN,24,Male,GCE 'A' Levels,China,Chinese,,Singapore,Yes,"Chinese,Japanese",
704,R_12GztHiOo322srC,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
11546,R_2wRlmxgEQqso0NG,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1097,R_2dWpC1ddHYoDTEQ,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,"Chinese,Korean",
24767,R_9NPJUr6bXV4Yza9,EN,21,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1114,R_3kAiObKwOkXsUTV,EN,24,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1066,R_2ROiYBUPB9NCk5c,EN,22,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
989,R_2SeocQesD4ONeXr,EN,23,Male,GCE 'A' Levels,Malaysia,Chinese,,Singapore,Yes,Chinese,
1451,R_3pi44BhogLITinV,EN,19,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1522,R_3G0V01WlS3Y02zE,EN,26,Male,Polytechnic Diploma,Singapore,Chinese,,Singapore,Yes,Chinese,
1215,R_3JrdX3GJiypBCgw,EN,23,Male,GCE 'A' Levels,Singapore,Malay,,Singapore,Yes,Malay,
1122,R_2tDxSFMJiStELLI,EN,22,Male,Bachelors Degree,Singapore,Chinese,,Singapore,Yes,Chinese,
374,R_3QVRGHktdI2E83N,EN,20,Female,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1060,R_30nGuLBTD8F4S9a,EN,25,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
1635,R_OvbWjcsGmKDrIXL,EN,24,Male,GCE 'A' Levels,Singapore,Chinese,,Singapore,Yes,Chinese,
